Wed Mar 19 03:38:57 2014 - Update: UPDATE members SET WHERE `id` = '1';
Wed Mar 19 03:39:55 2014 - Update: UPDATE members SET Titles = "(lp0
S'knight martial'
p1
aS'awesome'
Thu Mar 27 20:43:57 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:43:59 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:43:59 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:43:59 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:44:06 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:44:14 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:44:14 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:44:14 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:44:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:44:16 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:44:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:44:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:44:16 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:44:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:44:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:44:20 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:44:20 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:45:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:45:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:45:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:45:31 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:45:31 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:45:31 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:45:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:45:34 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:45:34 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:45:41 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:45:41 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:46:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:46:16 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:46:16 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:46:18 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:46:18 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:46:18 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:46:24 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:46:24 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:46:53 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:46:53 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:46:53 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:46:55 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:46:55 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:46:55 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:47:03 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:47:03 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:47:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:47:41 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:47:41 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:47:43 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:47:43 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:47:43 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:47:44 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:47:44 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:47:45 2014 - Update: UPDATE rel_group__user SET isPrimary = "1" WHERE `MemberId` = '1' AND `UnitId` = '1';
Thu Mar 27 20:49:44 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:49:44 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:49:44 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:49:49 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:49:49 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:49:49 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:51:43 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:51:43 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:51:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:51:47 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 2;
Thu Mar 27 20:51:47 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:51:51 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:51:52 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:51:52 2014 - Update: UPDATE rel_group__user SET isPrimary = "1" WHERE `MemberId` = '1' AND `UnitId` = '1';
Thu Mar 27 20:57:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:57:21 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:57:21 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 20:57:24 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:57:24 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 20:57:24 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:57:29 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 20:57:29 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 20:57:30 2014 - Update: UPDATE rel_group__user SET isPrimary = "1" WHERE `MemberId` = '1' AND `UnitId` = '2';
Thu Mar 27 20:59:24 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 20:59:24 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 20:59:24 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:01:15 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:01:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:01:15 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:02:49 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:02:49 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:02:49 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:02:49 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:03:02 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:03:02 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:03:02 2014 - Select: SELECT * FROM `members` WHERE id = 3;
Thu Mar 27 21:03:46 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:03:46 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:03:46 2014 - Select: SELECT * FROM `members` WHERE id = 3;
Thu Mar 27 21:03:46 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:03:46 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:04:03 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:04:03 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:04:03 2014 - Select: SELECT * FROM `members` WHERE id = 3;
Thu Mar 27 21:04:03 2014 - Select: SELECT * FROM `members` WHERE id = 4;
Thu Mar 27 21:04:24 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:04:24 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:04:24 2014 - Select: SELECT * FROM `members` WHERE id = 3;
Thu Mar 27 21:04:24 2014 - Select: SELECT * FROM `members` WHERE id = 4;
Thu Mar 27 21:04:24 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:04:24 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:04:36 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:04:36 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:04:36 2014 - Select: SELECT * FROM `members` WHERE id = 3;
Thu Mar 27 21:04:36 2014 - Select: SELECT * FROM `members` WHERE id = 4;
Thu Mar 27 21:04:36 2014 - Select: SELECT * FROM `members` WHERE id = 5;
Thu Mar 27 21:04:59 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:04:59 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:04:59 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:04:59 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:06:02 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:06:02 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:06:02 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:06:02 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:06:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:06:20 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:06:20 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:06:22 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:07:02 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:07:02 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:07:02 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:07:02 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:07:02 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:07:04 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:07:05 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:07:06 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:07:12 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:07:30 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:07:30 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:07 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:10 2014 - Update: UPDATE members SET Email = "aeonicentity@gmail.com",Titles = "(lp0
.",RealName = "David Brilliant",PersName = "Alvaro Furtado" WHERE `id` = '1';
Thu Mar 27 21:08:10 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '1' AND `isPrimary` = '1';
Thu Mar 27 21:08:10 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:10 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:10 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:13 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:08:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:13 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:08:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:14 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:16 2014 - Update: UPDATE members SET Email = "ssimmons@gmail.com",Titles = "(lp0
.",RealName = "Steve Simmons",PersName = "William FitzArthur" WHERE `id` = '2';
Thu Mar 27 21:08:16 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '2' AND `isPrimary` = '1';
Thu Mar 27 21:08:16 2014 - Update: UPDATE rel_group__user SET isPrimary = "1" WHERE `MemberId` = '2' AND `UnitId` = '1';
Thu Mar 27 21:08:17 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:17 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:17 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:17 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:21 2014 - Update: UPDATE members SET Email = "",Titles = "(lp0
.",RealName = "Ben Simmons",PersName = "Andrew FitzWilliam" WHERE `id` = '6';
Thu Mar 27 21:08:21 2014 - Update: UPDATE rel_group__user SET isPrimary = "0" WHERE `MemberId` = '6' AND `isPrimary` = '1';
Thu Mar 27 21:08:21 2014 - Update: UPDATE rel_group__user SET isPrimary = "1" WHERE `MemberId` = '6' AND `UnitId` = '1';
Thu Mar 27 21:08:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:21 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:21 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:23 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:23 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:08:23 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:24 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:24 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:08:24 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:08:25 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:25 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:08:25 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:08:26 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:26 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:08:26 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:26 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:26 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:08:26 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:08:28 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:28 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:08:28 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:44 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:44 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:44 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:44 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:08:44 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:08:47 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:08:47 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:08:48 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:48 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:08:48 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:08:49 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:08:49 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:08:49 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:08:53 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:08:53 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:08:53 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:09:04 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:09:04 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:09:04 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:10:02 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:10:02 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:10:02 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:10:04 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:10:04 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:10:04 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:10:04 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:10:04 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:10:04 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:10:05 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:10:05 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:10:05 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:19:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:19:41 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:19:41 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:19:41 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:19:41 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:19:45 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:19:45 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:19:45 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:19:48 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:19:48 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:19:48 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:20:07 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:20:07 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:20:07 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:20:07 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:20:07 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:20:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:20:09 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:20:09 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:20:12 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:20:12 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:20:12 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:20:14 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:20:14 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Mar 27 21:20:14 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:20:15 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:20:15 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:20:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:20:45 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:20:45 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:20:45 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:20:45 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:20:45 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:20:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:20:48 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:20:48 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:20:48 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 21:20:48 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 21:20:50 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:20:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:20:50 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:20:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:20:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Mar 27 21:21:28 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:21:28 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:21:28 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:21:28 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:21:28 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:21:32 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:21:32 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Mar 27 21:21:32 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Mar 27 21:21:32 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 21:21:32 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Mar 27 21:21:41 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Mar 27 21:21:41 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Mar 27 21:21:41 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Mar 27 21:21:41 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Mar 27 21:21:41 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
